Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019]
Dominica,DMA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Dominica,DMA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,85555390387.0355,..
Dominican Republic,DOM,GDP (constant LCU),NY.GDP.MKTP.KN,2500289853665.52,..
Dominican Republic,DOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,188612893831.526,..
Dominican Republic,DOM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,8.2189998626709,8.2519998550415
Dominican Republic,DOM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.21799993515015,4.18800020217896
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.8289999961853,5.82800006866455
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10627165,..
Dominican Republic,DOM,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,36.8175557007141,..
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.08281747649721,..
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,108398058000,..
Ecuador,ECU,GDP (constant LCU),NY.GDP.MKTP.KN,71932841000,..
Ecuador,ECU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,200474463330.779,..
Ecuador,ECU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.97700023651123,5.0310001373291
Ecuador,ECU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.15700006484985,3.23900008201599
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.91000008583069,3.98099994659424
Ecuador,ECU,"Population, total",SP.POP.TOTL,17084357,..
Ecuador,ECU,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,26.5861487148008,..
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Ecuador,ECU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.15728972666108,..
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,250894760351.232,..
"Egypt, Arab Rep.",EGY,GDP (constant LCU),NY.GDP.MKTP.KN,3654400000000,..
"Egypt, Arab Rep.",EGY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1221664113457.69,..
"Egypt, Arab Rep.",EGY,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,23.1019992828369,23.1469993591309
"Egypt, Arab Rep.",EGY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.81199979782104,7.5939998626709
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.4359998703003,11.2930002212524
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,98423595,..
"Egypt, Arab Rep.",EGY,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,47.7649634748908,..
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
"Egypt, Arab Rep.",EGY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.22977934620923,..
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,26057000000,..
El Salvador,SLV,GDP (constant LCU),NY.GDP.MKTP.KN,24878000000,..
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,53496381453.9421,..
El Salvador,SLV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.71700000762939,3.61800003051758
El Salvador,SLV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.86399984359741,4.8600001335144
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.3899998664856,4.34600019454956
El Salvador,SLV,"Population, total",SP.POP.TOTL,6420744,..
El Salvador,SLV,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,23.9316479587026,..
El Salvador,SLV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.60075,..
El Salvador,SLV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.28709000480629,..
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,13432377049.5402,..
Equatorial Guinea,GNQ,GDP (constant LCU),NY.GDP.MKTP.KN,5444677000000,..
Equatorial Guinea,GNQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,29771074844.9589,..
Equatorial Guinea,GNQ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,9.75300025939941,9.80799961090088
Equatorial Guinea,GNQ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.8129997253418,8.86200046539307
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.16199970245361,9.21199989318848
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1308974,..
Equatorial Guinea,GNQ,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.8054499842746,..
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Equatorial Guinea,GNQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.45787734677897,..
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..,..
Eritrea,ERI,GDP (constant LCU),NY.GDP.MKTP.KN,..,..
Eritrea,ERI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
Eritrea,ERI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.92700004577637,6.93400001525879
Eritrea,ERI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.21000003814697,6.20800018310547
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.54300022125244,6.5460000038147
Eritrea,ERI,"Population, total",SP.POP.TOTL,..,..
Eritrea,ERI,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Eritrea,ERI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,30732144528.9795,..
Estonia,EST,GDP (constant LCU),NY.GDP.MKTP.KN,23629174300,..
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,47517185746.2244,..
Estonia,EST,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.13199996948242,5.49399995803833
Estonia,EST,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.86299991607666,6.2480001449585
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.50799989700317,5.88199996948242
Estonia,EST,"Population, total",SP.POP.TOTL,1320884,..
Estonia,EST,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,48.0341823977138,..
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Estonia,EST,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.6263568469749,..
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,4710618471.93167,..
Eswatini,SWZ,GDP (constant LCU),NY.GDP.MKTP.KN,41831719058.9905,..
Eswatini,SWZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,12086620030.3733,..
Eswatini,SWZ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,24.3600006103516,24.6609992980957
Eswatini,SWZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,21.1630001068115,21.5879993438721
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.4769992828369,22.8540000915527
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1136191,..
Eswatini,SWZ,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Eswatini,SWZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Eswatini,SWZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.01458794083506,..
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,84355604752.5299,..
Ethiopia,ETH,GDP (constant LCU),NY.GDP.MKTP.KN,1834066487000,..
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,220867127067.366,..
Ethiopia,ETH,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.41599988937378,2.39000010490417
Ethiopia,ETH,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.27699995040894,1.25899994373322
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.80900001525879,1.78799998760223
Ethiopia,ETH,"Population, total",SP.POP.TOTL,109224559,..
Ethiopia,ETH,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,19.4003737935325,..
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Ethiopia,ETH,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.50113299760986,..
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,..,..
Faroe Islands,FRO,GDP (constant LCU),NY.GDP.MKTP.KN,..,..
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
Faroe Islands,FRO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..
Faroe Islands,FRO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,48497,..
Faroe Islands,FRO,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Faroe Islands,FRO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Faroe Islands,FRO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,5536759658.87012,..
Fiji,FJI,GDP (constant LCU),NY.GDP.MKTP.KN,10734642758.5678,..
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9611834270.25751,..
Fiji,FJI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.33400011062622,5.31199979782104
Fiji,FJI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.5699999332428,3.57399988174438
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.15199995040894,4.15100002288818
Fiji,FJI,"Population, total",SP.POP.TOTL,883483,..
Fiji,FJI,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Fiji,FJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Fiji,FJI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.44968041263952,..
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,276743120515.764,..
Finland,FIN,GDP (constant LCU),NY.GDP.MKTP.KN,227437173200,..
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,267167073860.011,..
Finland,FIN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.63600015640259,7.11999988555908
Finland,FIN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.86399984359741,7.37400007247925
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.75500011444092,7.2519998550415
Finland,FIN,"Population, total",SP.POP.TOTL,5518050,..
Finland,FIN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,27.1488368371241,..
Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Finland,FIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,21.7207875455222,..
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2777535239277.98,..
France,FRA,GDP (constant LCU),NY.GDP.MKTP.KN,2311950581800,..
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3037362126717.57,..
France,FRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,9.23700046539307,9.28800010681152
France,FRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,9.12899971008301,8.93200016021729
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.18000030517578,9.09899997711182
France,FRA,"Population, total",SP.POP.TOTL,66987244,..
France,FRA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,20.2291975765162,..
France,FRA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
France,FRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.0346247469881,..
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,..,..
French Polynesia,PYF,GDP (constant LCU),NY.GDP.MKTP.KN,..,..
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
French Polynesia,PYF,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.8009996414185,12.8190002441406
French Polynesia,PYF,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,11.4259996414185,11.3319997787476
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.0159997940063,11.9720001220703
French Polynesia,PYF,"Population, total",SP.POP.TOTL,277679,..
French Polynesia,PYF,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
French Polynesia,PYF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
French Polynesia,PYF,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.29050810468202,..
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,16853589311.4139,..
Gabon,GAB,GDP (constant LCU),NY.GDP.MKTP.KN,5530919212500,..
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,37883653707.5434,..
Gabon,GAB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,27.8939990997314,28.1509990692139
Gabon,GAB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,13.8500003814697,13.8280000686646
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.488000869751,19.6060009002686
Gabon,GAB,"Population, total",SP.POP.TOTL,2119275,..
Gabon,GAB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,42.9509354824403,..
Gabon,GAB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Gabon,GAB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.56390746835592,..
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1632823198.95828,..
"Gambia, The",GMB,GDP (constant LCU),NY.GDP.MKTP.KN,57777816000,..
"Gambia, The",GMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5955628692.73405,..
"Gambia, The",GMB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.0179996490479,11.9989995956421
"Gambia, The",GMB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.40000009536743,6.39699983596802
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.90499973297119,8.89799976348877
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2280102,..
"Gambia, The",GMB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,31.2924386085219,..
"Gambia, The",GMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.43275,..
"Gambia, The",GMB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.58998093938232,..
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,17599660629.0202,..
Georgia,GEO,GDP (constant LCU),NY.GDP.MKTP.KN,31395537222.283,..
Georgia,GEO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,44789064971.9754,..
Georgia,GEO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.6770000457764,12.7489995956421
Georgia,GEO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.3079996109009,15.503999710083
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.1059999465942,14.246000289917
Georgia,GEO,"Population, total",SP.POP.TOTL,3731000,..
Georgia,GEO,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,49.2481577648156,..
Georgia,GEO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Georgia,GEO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.8654914310525,..
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,3947620162502.96,..
Germany,DEU,GDP (constant LCU),NY.GDP.MKTP.KN,3222479450000,..
Germany,DEU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4401361323104.99,..
Germany,DEU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.11299991607666,2.98099994659424
Germany,DEU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.69700002670288,3.38800001144409
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.42499995231628,3.19899988174438
Germany,DEU,"Population, total",SP.POP.TOTL,82927922,..
Germany,DEU,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,5.54038959350593,..
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,21.4619619953309,..
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,65556464048.1539,..
Ghana,GHA,GDP (constant LCU),NY.GDP.MKTP.KN,154547672700,..
Ghana,GHA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,141295084902.813,..
Ghana,GHA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.69899988174438,6.82800006866455
Ghana,GHA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.72100019454956,6.74300003051758
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.71000003814697,6.78399991989136
Ghana,GHA,"Population, total",SP.POP.TOTL,29767108,..
Ghana,GHA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,18.3654162432694,..
Ghana,GHA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.98944,..
Ghana,GHA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.06889800693396,..
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..
Gibraltar,GIB,GDP (constant LCU),NY.GDP.MKTP.KN,..,..
Gibraltar,GIB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
Gibraltar,GIB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..
Gibraltar,GIB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,33718,..
Gibraltar,GIB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Gibraltar,GIB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Gibraltar,GIB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,218031844583.994,..
Greece,GRC,GDP (constant LCU),NY.GDP.MKTP.KN,183056492200,..
Greece,GRC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,317454786563.045,..
Greece,GRC,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,23.9160003662109,23.0930004119873
Greece,GRC,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,15.5270004272461,14.1520004272461
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.2070007324219,18.0809993743896
Greece,GRC,"Population, total",SP.POP.TOTL,10727668,..
Greece,GRC,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,37.2075254566635,..
Greece,GRC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Greece,GRC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,21.6552720778435,..
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,..,..
Greenland,GRL,GDP (constant LCU),NY.GDP.MKTP.KN,15537100000,..
Greenland,GRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
Greenland,GRL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..
Greenland,GRL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56025,..
Greenland,GRL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Greenland,GRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Greenland,GRL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1185925925.92593,..
Grenada,GRD,GDP (constant LCU),NY.GDP.MKTP.KN,2469000000,..
Grenada,GRD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1733950624.50101,..
Grenada,GRD,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..
Grenada,GRD,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..
Grenada,GRD,"Population, total",SP.POP.TOTL,111454,..
Grenada,GRD,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Grenada,GRD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Grenada,GRD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.62190679562869,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,5920000000,..
Guam,GUM,GDP (constant LCU),NY.GDP.MKTP.KN,5203000000,..
Guam,GUM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..
Guam,GUM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.64099979400635,5.86700010299683
Guam,GUM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.59299993515015,5.85300016403198
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.61199998855591,5.85799980163574
Guam,GUM,"Population, total",SP.POP.TOTL,165768,..
Guam,GUM,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..
Guam,GUM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..
Guam,GUM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.84991071859466,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,78460447919.9915,..
Guatemala,GTM,GDP (constant LCU),NY.GDP.MKTP.KN,262998200000,..
Guatemala,GTM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,145957393653.903,..
Guatemala,GTM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.68300008773804,3.64000010490417
Guatemala,GTM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.23099994659424,2.28399991989136
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.72699999809265,2.74600005149841
Guatemala,GTM,"Population, total",SP.POP.TOTL,17247807,..
Guatemala,GTM,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,32.3779554027252,..
Guatemala,GTM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.92707,..
Guatemala,GTM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.81207250828785,..
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,10907214993.5687,..
Guinea,GIN,GDP (constant LCU),NY.GDP.MKTP.KN,63751260234698.4,..
Guinea,GIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,31096249558.4535,..
Guinea,GIN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.6470000743866,2.62299990653992
Guinea,GIN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.55000019073486,4.50500011444092
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.60700011253357,3.57200002670288
Guinea,GIN,"Population, total",SP.POP.TOTL,12414318,..
Guinea,GIN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,41.0811684295341,..
Guinea,GIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.57251,..
Guinea,GIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.92602244847935,..
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1458156026.16376,..
